iter	Logloss
316	0.1334508979
317	0.1334476261
318	0.1334438929
319	0.1334392306
320	0.133434163
321	0.1334304661
322	0.1334257297
323	0.133420985
324	0.1334169158
325	0.1334129338
326	0.1334095565
327	0.1334060919
328	0.1334022188
329	0.1333976998
330	0.1333939172
331	0.1333895432
332	0.1333852763
333	0.1333825036
334	0.1333801378
335	0.1333772185
336	0.1333729401
337	0.1333694244
338	0.1333668708
339	0.1333630322
340	0.133358902
341	0.1333552595
342	0.1333523303
343	0.1333491211
344	0.1333466186
345	0.1333427388
346	0.1333390435
347	0.1333352972
348	0.1333318804
349	0.1333281176
350	0.1333245393
351	0.1333211702
352	0.1333178967
353	0.1333141306
354	0.1333114848
355	0.1333090202
356	0.1333056676
357	0.1333020086
358	0.1332990168
359	0.133295623
360	0.1332928059
361	0.1332900991
362	0.1332881255
363	0.133284618
364	0.1332813972
365	0.1332783049
366	0.133274954
367	0.1332717217
368	0.1332681038
369	0.1332649127
370	0.1332619028
371	0.1332587578
372	0.1332556029
373	0.1332523096
374	0.1332501053
375	0.133247074
376	0.1332441218
377	0.1332409817
378	0.133238756
379	0.133235662
380	0.1332333111
381	0.1332302534
382	0.1332268185
383	0.1332238283
384	0.1332205878
385	0.1332181446
386	0.133215306
387	0.1332125547
388	0.1332104246
389	0.1332075959
390	0.1332053109
391	0.1332022021
392	0.1331996535
393	0.1331968907
394	0.1331948791
395	0.1331919648
396	0.1331888675
397	0.1331859713
398	0.1331831146
399	0.1331802282
400	0.1331779185
401	0.1331752875
402	0.1331730354
403	0.1331704802
404	0.1331678278
405	0.1331651754
406	0.1331623138
407	0.1331600436
408	0.1331578063
409	0.1331561885
410	0.1331536267
411	0.1331513466
412	0.1331489364
413	0.1331459643
414	0.1331431917
415	0.1331404734
416	0.1331378407
417	0.1331358736
418	0.1331335062
419	0.1331312294
420	0.1331285919
421	0.1331269922
422	0.1331243842
423	0.1331220663
424	0.1331195111
425	0.1331171931
426	0.1331147186
427	0.1331127532
428	0.1331100662
429	0.1331080431
430	0.133105931
431	0.1331042193
432	0.1331018091
433	0.1330998206
434	0.1330972407
435	0.133094949
436	0.1330922456
437	0.1330899161
438	0.1330874136
439	0.1330854399
440	0.1330832405
441	0.1330811384
442	0.133078827
443	0.1330765271
444	0.1330740872
445	0.1330717248
446	0.1330697281
447	0.1330672948
448	0.1330650114
449	0.1330624825
450	0.1330603524
451	0.1330579833
452	0.1330551134
453	0.1330529569
454	0.133051433
455	0.1330495071
456	0.13304726
457	0.1330452468
458	0.1330434099
459	0.133040993
460	0.133039222
461	0.1330369469
462	0.1330348777
463	0.1330325119
464	0.1330302351
465	0.1330287507
466	0.13302667
467	0.1330245695
468	0.1330222466
469	0.1330195233
470	0.1330171559
471	0.1330151707
472	0.1330130686
473	0.1330107802
474	0.1330083568
475	0.1330065281
476	0.1330045891
477	0.1330025017
478	0.1330004836
479	0.1329981689
480	0.1329963254
481	0.1329936351
482	0.132991416
483	0.1329891721
484	0.1329870749
485	0.1329849777
486	0.1329831259
487	0.13298078
488	0.1329788673
489	0.1329769068
490	0.1329747898
491	0.1329726151
492	0.1329707799
493	0.1329691324
494	0.1329672642
495	0.1329651851
496	0.1329633877
497	0.1329612872
498	0.1329596051
499	0.1329574305
500	0.1329555211
501	0.1329535112
502	0.1329508736
503	0.1329491751
504	0.1329475507
505	0.1329453711
506	0.1329434238
507	0.1329415061
508	0.1329393661
509	0.1329374352
510	0.1329355917
511	0.132933539
512	0.1329318454
513	0.1329302375
514	0.1329277449
515	0.1329254895
516	0.1329230298
517	0.1329213873
518	0.1329197679
519	0.1329178782
520	0.132915781
521	0.1329136591
522	0.1329117035
523	0.1329100198
524	0.1329079111
525	0.1329061829
526	0.1329039835
527	0.1329018814
528	0.1329003674
529	0.1328984349
530	0.1328963723
531	0.1328939489
532	0.1328916408
533	0.1328896753
534	0.1328878154
535	0.1328861728
536	0.1328845287
537	0.132882812
538	0.1328812222
539	0.132879265
540	0.1328775517
541	0.1328756983
542	0.132873288
543	0.1328712188
544	0.1328691957
545	0.132867428
546	0.1328658168
547	0.1328638695
548	0.1328625631
549	0.1328610787
550	0.1328592764
551	0.1328572928
552	0.1328550045
553	0.1328531248
554	0.1328511445
555	0.1328492582
556	0.1328471642
557	0.1328457441
558	0.1328438133
559	0.1328422153
560	0.132840268
561	0.1328382416
562	0.1328365678
563	0.132834688
564	0.1328331938
565	0.1328314491
566	0.132829767
567	0.1328281229
568	0.1328260042
569	0.1328244474
570	0.1328223634
571	0.1328205248
572	0.1328183699
573	0.1328162496
574	0.1328148559
575	0.1328129316
576	0.1328114489
577	0.1328093566
578	0.1328076762
579	0.1328058525
580	0.1328039381
581	0.1328021424
582	0.1328003533
583	0.1327982066
584	0.132795854
585	0.1327943713
586	0.1327925311
587	0.1327908556
588	0.1327892362
589	0.1327875706
590	0.1327861637
591	0.1327840039
592	0.1327823943
593	0.1327811686
594	0.1327794453
595	0.1327783251
596	0.1327766216
597	0.1327750763
598	0.132773526
599	0.1327718291
600	0.132769895
601	0.1327686083
602	0.1327670828
603	0.132765465
604	0.1327637088
605	0.1327620481
606	0.1327604023
607	0.1327584946
608	0.1327566692
609	0.1327550843
610	0.1327535423
611	0.1327514714
612	0.1327495521
613	0.1327479047
614	0.1327461337
615	0.1327446773
616	0.1327430957
617	0.1327411188
618	0.1327395784
619	0.1327374977
620	0.1327357925
621	0.1327342456
622	0.1327329671
623	0.1327311764
624	0.1327295371
625	0.1327279556
626	0.1327269045
627	0.1327254778
628	0.1327240033
629	0.1327222521
630	0.132720537
631	0.1327189753
632	0.1327174332
633	0.1327160955
634	0.1327142355
635	0.132712822
636	0.132711387
637	0.1327099175
638	0.1327081778
639	0.1327060147
640	0.1327041662
641	0.1327026967
642	0.132701036
643	0.1326993408
644	0.132697667
645	0.1326959536
646	0.132694377
647	0.1326928136
648	0.1326915269
649	0.1326895928
650	0.1326884511
651	0.1326867871
652	0.1326854181
653	0.1326837278
654	0.1326822846
655	0.132680479
656	0.1326789914
657	0.1326774938
658	0.1326755844
659	0.1326740243
660	0.1326726025
661	0.1326708331
662	0.1326693175
663	0.1326671922
664	0.1326657507
665	0.132664207
666	0.132662179
667	0.1326604558
668	0.1326588429
669	0.1326572943
670	0.1326558132
671	0.1326544557
672	0.1326530949
673	0.1326514491
674	0.1326495166
675	0.1326480718
676	0.1326464672
677	0.1326448955
678	0.1326431459
679	0.1326416302
680	0.1326402233
681	0.1326388757
682	0.1326371244
683	0.1326359696
684	0.132634383
685	0.1326327735
686	0.132631243
687	0.132629958
688	0.1326284374
689	0.1326269332
690	0.132625495
691	0.1326241243
692	0.1326228854
693	0.1326209447
694	0.1326193154
695	0.1326181753
696	0.1326164224
697	0.132614513
698	0.1326129825
699	0.1326114899
700	0.132610424
701	0.132608742
702	0.132607251
703	0.1326058128
704	0.1326044651
705	0.132602531
706	0.1326014766
707	0.1325998836
708	0.13259847
709	0.1325970664
710	0.1325957847
711	0.1325947221
712	0.132593236
713	0.1325918884
714	0.1325905622
715	0.1325890746
716	0.1325875474
717	0.1325859922
718	0.1325848702
719	0.132583231
720	0.1325813216
721	0.1325800234
722	0.1325785407
723	0.1325770234
724	0.1325754435
725	0.1325740514
726	0.13257274
727	0.1325713594
728	0.1325699343
729	0.1325682984
730	0.1325668519
731	0.1325658948
732	0.1325644763
733	0.1325630216
734	0.1325617909
735	0.1325603198
736	0.1325590463
737	0.1325573889
738	0.1325561995
739	0.1325548271
740	0.1325532703
741	0.1325519292
742	0.1325507431
743	0.1325489292
744	0.1325472702
745	0.1325459209
746	0.13254457
747	0.1325427562
748	0.1325412158
749	0.1325398599
750	0.1325383245
751	0.1325369851
752	0.132535598
753	0.1325337627
754	0.1325325172
755	0.132530873
756	0.1325295089
757	0.1325280789
758	0.1325268829
759	0.1325253985
760	0.1325238532
761	0.1325223935
762	0.1325209685
763	0.1325197675
764	0.1325180459
765	0.1325167839
766	0.1325155533
767	0.1325144264
768	0.1325129536
769	0.1325116834
770	0.1325102419
771	0.1325089536
772	0.132507886
773	0.1325064099
774	0.1325049041
775	0.1325032056
776	0.1325020145
777	0.1325007179
778	0.1324996965
779	0.1324980111
780	0.1324965943
781	0.1324954048
782	0.1324937063
783	0.1324922747
784	0.132490927
785	0.1324896124
786	0.1324887194
787	0.1324873422
788	0.1324860423
789	0.1324847458
790	0.1324833948
791	0.1324824047
792	0.1324810538
793	0.1324797457
794	0.1324782531
795	0.1324766946
796	0.1324751196
797	0.1324738429
798	0.1324721954
799	0.1324708395
800	0.1324695133
801	0.1324682398
802	0.1324669186
803	0.1324654869
804	0.13246422
805	0.1324628971
806	0.1324616154
807	0.1324604309
808	0.1324589284
809	0.1324577636
810	0.1324569119
811	0.1324558295
812	0.1324544127
813	0.1324533896
814	0.1324518509
815	0.1324506812
816	0.1324493748
817	0.1324479695
818	0.1324467306
819	0.1324455658
820	0.132444233
821	0.1324430831
822	0.1324416432
823	0.132440429
824	0.1324391391
825	0.13243749
826	0.1324361374
827	0.1324348771
828	0.1324336744
829	0.1324319973
830	0.1324308227
831	0.1324295607
832	0.1324282115
833	0.1324271884
834	0.1324257156
835	0.1324246052
836	0.1324232147
837	0.1324221587
838	0.1324208308
839	0.132419648
840	0.1324183036
841	0.132416984
842	0.1324157254
843	0.1324145837
844	0.1324134107
845	0.1324120878
846	0.1324108604
847	0.1324096874
848	0.1324084584
849	0.1324069707
850	0.1324056297
851	0.1324043002
852	0.1324031157
853	0.1324019493
854	0.132400684
855	0.1323993677
856	0.1323982804
857	0.132397137
858	0.1323958454
859	0.1323949723
860	0.1323938125
861	0.1323929179
862	0.1323915604
863	0.1323903907
864	0.1323892078
865	0.132387987
866	0.1323868767
867	0.1323855422
868	0.1323842605
869	0.132383188
870	0.1323819129
871	0.1323807497
872	0.1323794927
873	0.1323782851
874	0.1323771896
875	0.1323756196
876	0.1323744054
877	0.1323732307
878	0.132372206
879	0.1323710973
880	0.1323698567
881	0.1323687776
882	0.1323676425
883	0.1323664613
884	0.1323655338
885	0.1323641417
886	0.1323630181
887	0.1323617562
888	0.1323604744
889	0.1323593591
890	0.1323582042
891	0.1323568335
892	0.1323558434
893	0.1323548171
894	0.1323535238
895	0.1323524167
896	0.1323510757
897	0.1323500114
898	0.1323489027
899	0.1323478038
900	0.1323469307
901	0.1323456918
902	0.1323445303
903	0.1323435402
904	0.1323423952
905	0.1323413029
906	0.1323401019
907	0.1323390377
908	0.1323374759
909	0.1323359437
910	0.1323346966
911	0.1323335335
912	0.1323324182
913	0.1323312238
914	0.1323301892
915	0.1323293885
916	0.1323283012
917	0.1323271694
918	0.1323260771
919	0.1323248711
920	0.1323237657
921	0.1323223687
922	0.1323211347
923	0.1323200391
924	0.1323188991
925	0.1323177129
926	0.1323161709
927	0.132315217
928	0.1323141709
929	0.1323133455
930	0.1323120671
931	0.1323109649
932	0.1323096717
933	0.132308782
934	0.1323076618
935	0.1323064937
936	0.1323053734
937	0.132304184
938	0.1323031428
939	0.1323020752
940	0.1323010093
941	0.1322999714
942	0.1322991444
943	0.1322981493
944	0.1322969681
945	0.132295688
946	0.1322946386
947	0.1322935249
948	0.132292543
949	0.1322914689
950	0.1322904705
951	0.1322896929
952	0.1322886468
953	0.1322874754
954	0.1322862168
955	0.1322853139
956	0.1322842975
957	0.1322830553
958	0.1322819482
959	0.1322807604
960	0.1322796763
961	0.1322787521
962	0.1322775758
963	0.1322763847
964	0.1322753732
965	0.1322739761
966	0.1322728295
967	0.1322718278
968	0.13227093
969	0.1322698509
970	0.132268612
971	0.1322674637
972	0.1322663072
973	0.1322650551
974	0.1322641095
975	0.1322630551
976	0.1322619167
977	0.1322609958
978	0.1322601127
979	0.1322590748
980	0.1322580386
981	0.1322567601
982	0.1322556992
983	0.132254317
984	0.1322532379
985	0.1322520187
986	0.1322510121
987	0.1322500023
988	0.1322491225
989	0.1322480171
990	0.1322468342
991	0.1322458078
992	0.1322446661
993	0.1322433597
994	0.132242134
995	0.132240877
996	0.1322398934
997	0.1322387781
998	0.1322377731
999	0.1322367501
